id,title,year,date_range,start_date,venue,prefecture,tour_simple,tour_detailed,organizers,catalog_status,catalog_detail,remarks,reference,
2017-itochu-01,FEEL THE Mucha HEART ：民衆のための芸術(デザイン)とチェコへの愛,2017,6/2-7/2,2017-06-02,伊藤忠青山アートスクエア,東京都,なし,なし,"主催：伊藤忠商事株式会社
後援：チェコ共和国大使館、チェコセンター",有＊,発行年不明、ヴラスタ・チハ―コヴァ―監修、尾形寿行発行,"OGATAコレクション、総入場者数15,000人",伊藤忠商事公式サイト、株式会社尾形企画公式サイト,
2017-sagawa-01,アルフォンス・ミュシャ展：麗しきアール・ヌーヴォー／チェコ文化年2017関連事業,2017,7/15-9/24,2017-07-15,佐川美術館,滋賀県,なし,なし,"主催：公益財団法人佐川美術館
後援：チェコ共和国大使館、チェコセンター、滋賀県、滋賀県教育委員会、守山市、守山市教育委員会",＊,＊,"OGATAコレクション、総入場者数41,000人",国立新美術館アートコモンズ、株式会社尾形企画公式サイト,
2017-shimodate-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,2017,9/30-11/26,2017-09-30,しもだて美術館,茨城県,なし,なし,"主催：しもだて美術館
後援：チェコ共和国大使館、チェコセンター",＊,＊,"OGATAコレクション、総入場者数8,000人",国立新美術館アートコモンズ、株式会社尾形企画公式サイト,
2017-ekikyoto-01,ミュシャ展：運命の女たち,2017,10/14-11/26,2017-10-14,美術館「えき」KYOTO,京都府,計11か所（1/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（1/11）,主催：美術館「えき」KYOTO、MBS、京都新聞,有,2017年、古谷可由監修、MBS発行（美術館「えき」KYOTO含む6か所のもの）,チマル・コレクション,2017年『ミュシャ展：運命の女たち』カタログ（美術館「えき」KYOTO含む6か所のもの）、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館アートコモンズ,
2017-matsu-01,ミュシャ展：運命の女たち,2017,12/23-2/18,2017-12-23,松坂屋美術館,愛知県,計11か所（2/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（2/11）,"主催：松坂屋美術館、CBCテレビ
後援：愛知県・岐阜県・三重県・名古屋市各教育委員会",有,2017年、古谷可由監修、MBS発行（美術館「えき」KYOTO含む6か所のもの）,チマル・コレクション,2017年『ミュシャ展：運命の女たち』カタログ（美術館「えき」KYOTO含む6か所のもの）、大丸松坂屋プレスリリース、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
2018-hiroshima-01,ミュシャ展：運命の女たち,2018,2/24-4/8,2018-02-24,ひろしま美術館,広島県,計11か所（3/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（3/11）,"主催：ひろしま美術館、中国放送、中国新聞社
後援：広島県教育委員会、広島市教育委員会、広島テレビ、広島ホームテレビ、テレビ新広島、広島エフエム放送、FMちゅーピー76.6MHz
協賛：広島銀行",有,2017年、古谷可由監修、MBS発行（美術館「えき」KYOTO含む6か所のもの）,チマル・コレクション,2017年『ミュシャ展：運命の女たち』カタログ（美術館「えき」KYOTO含む6か所のもの）、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館アートコモンズ,
2018-urazoe-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,2018,3/17-5/6,2018-03-17,浦添市美術館,沖縄県,なし,なし,主催：琉球新報社,＊,＊,"OGATAコレクション、総入場者数12,000人",株式会社尾形企画公式サイト、琉球新報2018年3月18日電子版「ミュシャ展が開幕 浦添市美術館、5月6日まで」,
2018-fukuoka-01,ミュシャ展：運命の女たち,2018,4/20-5/27,2018-04-20,福岡アジア美術館,福岡県,計11か所（4/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（4/11）,"主催：RKB毎日放送
後援：福岡県、福岡市、福岡県教育委員会、福岡市教育委員会、(公財)福岡市文化芸術振興財団、福岡商工会議所、西日本リビング新聞社、LOVE FM、西日本鉄道",有,2017年、古谷可由監修、MBS発行（美術館「えき」KYOTO含む6か所のもの）,チマル・コレクション,2017年『ミュシャ展：運命の女たち』カタログ（美術館「えき」KYOTO含む6か所のもの）、大牟田観光協会サイト,
2018-yonago-01,ミュシャ展：アール・ヌーヴォーの華／日本海新聞創刊 135周年・西部本社設立35周年・米子市美術館開館35周年記念事業／平成30年度米子市美術館特別共催展,2018,4/28-6/3,2018-04-28,米子市美術館,鳥取県,なし,なし,"主催：米子市、米子市教育委員会、一般財団法人 米子市文化財団米子市美術館、新日本海新聞社
後援：チェコ共和国大使館、チェコセンター、鳥取県、鳥取県教育委員会、島根県、島根県教育委員会ほか（以下省略）(順不同)
特別協賛：山陰酸素グループ",＊,＊,"OGATAコレクション、総入場者数10,000人",国立新美術館アートコモンズ、株式会社尾形企画公式サイト,
2018-shizuoka-01,ミュシャ展：運命の女たち,2018,6/2-7/15,2018-06-02,静岡市美術館,静岡県,計11か所（5/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（5/11）,"主催：静岡市、静岡市美術館 指定管理者(公財)静岡市文化振興財団、静岡朝日テレビ、日本経済新聞社
後援：静岡市教育委員会、静岡県教育委員会
特別協賛：株式会社パナホーム静岡",有,2017年、古谷可由監修、MBS発行（美術館「えき」KYOTO含む6か所のもの）,チマル・コレクション,2017年『ミュシャ展：運命の女たち』カタログ（美術館「えき」KYOTO含む6か所のもの）、『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館アートコモンズ,
2018-kawaguchiko-01,アルフォンス・ミュシャ：アール・ヌーヴォーの華,2018,6/16-9/2,2018-06-16,河口湖美術館,山梨県,なし,なし,＊,＊,＊,"OGATAコレクション、総入場者数10,000人",株式会社尾形企画公式サイト、［アイエム］インターネットミュージアムサイト,
2018-kagoshima-01,ミュシャ展：運命の女たち,2018,7/20-9/2,2018-07-20,鹿児島市立美術館,鹿児島県,計11か所（6/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（6/11）,主催：鹿児島市立美術館、MBC南日本放送、南日本新聞社,有,2017年、古谷可由監修、MBS発行（美術館「えき」KYOTO含む6か所のもの）,チマル・コレクション,2017年『ミュシャ展：運命の女たち』カタログ（美術館「えき」KYOTO含む6か所のもの）、国立新美術館アートコモンズ,
2018-tfu-01,ミュシャ展：運命の女たち,2018,9/14-10/21,2018-09-14,ＴＦＵギャラリーミニモリ,宮城県,計11か所（7/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（7/11）,＊,＊,＊,チマル・コレクション,東北福祉大学公式サイト,
2018-tanba-01,ミュシャ展：運命の女たち,2018,10/27-12/24,2018-10-27,丹波市立植野記念美術館,兵庫県,計11か所（8/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（8/11）,＊,＊,＊,チマル・コレクション,国立新美術館アートコモンズ,
2018-odakyu-01,アルフォンス・ミュシャ展,2018,12/26-1/7,2018-12-26,小田急百貨店新宿店本館11 階催事場,東京都,なし,なし,"主催：小田急百貨店
後援：チェコ共和国大使館、チェコセンター東京",有＊,発行年不明、ヴラスタ・チハ―コヴァ―監修、尾形寿行発行,"OGATAコレクション、総入場者数21,000人",株式会社小田急百貨店プレスリリース、株式会社尾形企画公式サイト,
2019-huistenbosch-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,2019,2/9-6/24,2019-02-09,ハウステンボス美術館,長崎県,なし,なし,＊,＊,＊,"OGATAコレクション、総入場者数7,000人",ハウステンボスプレスリリース、株式会社尾形企画公式サイト,
2019-hokkaido-01,ミュシャ展：運命の女たち,2019,4/27-6/23,2019-04-27,北海道立旭川美術館,北海道,計11か所（9/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（9/11）,主催：北海道立旭川美術館、北海道新聞社、「ミュシャ展」旭川展実行委員会,＊,＊,"チマル・コレクション、総入場者数17,321人",北海道立旭川美術館2019年年報,
2019-hokkaido-02,ミュシャ展：運命の女たち,2019,6/29-8/25,2019-06-29,北海道立函館美術館,北海道,計11か所（10/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（10/11）,"主催：北海道立函館美術館、北海道新聞社、ミュシャ展函館展実行委員会
後援：函館市、函館市教育委員会、NHK函館放送局、FMいるか",＊,＊,チマル・コレクション,国立新美術館アートコモンズ,
2019-sogo-01,ミュシャ展：運命の女たち,2019,11/23-12/25,2019-11-23,そごう美術館,神奈川県,計11か所（11/11）,2017年：京都・美術館「えき」KYOTO、愛知・松坂屋美術館　2018年：広島・ひろしま美術館、福岡・福岡アジア美術館、静岡・静岡市美術館、鹿児島・鹿児島市立美術館、宮城・TFUギャラリーミニモリ、兵庫・丹波市立植野記念美術館　2019年：北海道・北海道立旭川美術館、北海道・北海道立函館美術館、神奈川・そごう美術館　計11か所（11/11）,"主催：そごう美術館
後援：神奈川県教育委員会、横浜市教育委員会
協賛：(株)そごう・西武",＊,＊,チマル・コレクション,国立新美術館アートコモンズ,
2019-takaoka-01,アルフォンス・ミュシャ展：高岡市美術館開館25周年記念・北日本新聞創刊135周年記念,2019,7/13-9/1,2019-07-13,高岡市美術館,富山県,なし,なし,"主催：アルフォンス・ミュシャ展実行委員会（高岡市美術館、北日本新聞社）
後援：チェコ共和国大使館、チェコセンター東京、富山県、高岡市、高岡市教育委員会",＊,＊,"OGATAコレクション、総入場者数17,000人",国立新美術館アートコモンズ、株式会社尾形企画公式サイト,
2019-bunkamura-01,みんなのミュシャ：ミュシャからマンガへ／線の魔術,2019,7/13-9/29,2019-07-13,Bunkamuraザ・ミュージアム,東京都,計6か所（1/6）,2019年：東京・Bunkamuraザ・ミュージアム、京都・京都文化博物館　2020年：北海道・札幌芸術の森美術館、愛知・名古屋市美術館（コロナの影響で中止）、静岡・静岡県立美術館、長野・松本市美術館、福島・郡山美術館　計6か所（1/6）,"主催：Bunkamura、ミュシャ財団、日本テレビ放送網、BS日テレ、読売新聞社
後援：チェコ共和国大使館、チェコセンター、チェコ政府観光局
協賛：大成建設、光村印刷、損保ジャパン日本興亜",有,2019年、日本テレビ放送網、Bunkamuraザ・ミュージアム編（Bunkamuraザ・ミュージアムを含む5か所のもの）,"総入場者数19,856人（2019 年国内展覧会入場者数29位）、後世のアーティストへの影響を取り上げる",2019年『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館アートコモンズ、アートアニュアルオンライン「年間国内展覧会入場者数ベスト30」2019年版,
2019-chiba-01,ミュシャと日本、日本とオルリク,2019,9/7-10/20,2019-09-07,千葉市美術館,千葉県,計4ヶ所（1/4）,2019年：千葉・千葉市美術館、和歌山・和歌山県立近代美術館 2020年：岡山・岡山県立美術館、静岡・静岡市美術館 計4ヶ所（1/4）,"主催：千葉市美術館、読売新聞社、美術館連絡協議会
後援：駐日チェコ共和国大使館、チェコセンター東京
協賛：ライオン、大日本印刷、損保ジャパン日本興亜、日本テレビ放送網",有,2019年、西山純子ほか編、国書刊行会発行（4か所全てのもの）,ミュシャと日本の美術的なつながりを扱う,2019年『ミュシャと日本、日本とオルリク』展カタログ、国立新美術館アートコモンズ,
2019-kyoto-01,みんなのミュシャ：ミュシャからマンガへ／線の魔術,2019,10/12-1/13,2019-10-12,京都文化博物館,京都府,計6か所（2/6）,2019年：東京・Bunkamuraザ・ミュージアム、京都・京都文化博物館　2020年：北海道・札幌芸術の森美術館、愛知・名古屋市美術館（コロナの影響で中止）、静岡・静岡県立美術館、長野・松本市美術館、福島・郡山美術館　計6か所（2/6）,"主催：京都府、京都文化博物館、ミュシャ財団、読売テレビ、ローソンエンターテインメント
後援：チェコ共和国大使館、チェコセンター、チェコ政府観光局
協賛：大成建設、光村印刷、損保ジャパン日本興亜",有,2019年、日本テレビ放送網、Bunkamuraザ・ミュージアム編（Bunkamuraザ・ミュージアムを含む5か所のもの）,後世のアーティストへの影響を取り上げる,2019年『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
2019-wakayama-01,ミュシャと日本、日本とオルリク,2019,11/2-12/15,2019-11-02,和歌山県立近代美術館,和歌山県,計4ヶ所（2/4）,2019年：千葉・千葉市美術館、和歌山・和歌山県立近代美術館 2020年：岡山・岡山県立美術館、静岡・静岡市美術館 計4ヶ所（2/4）,"主催：和歌山県立近代美術館、読売新聞社、美術館連絡協議会
後援：駐日チェコ共和国大使館、チェコセンター東京
協賛：ライオン、大日本印刷、損保ジャパン日本興亜",有,2019年、西山純子ほか編、国書刊行会発行（4か所全てのもの）,ミュシャと日本の美術的なつながりを扱う,2019年『ミュシャと日本、日本とオルリク』展カタログ、国立新美術館アートコモンズ,
2020-okayama-01,ミュシャと日本、日本とオルリク,2020,1/4-2/11,2020-01-04,岡山県立美術館,岡山県,計4ヶ所（3/4）,2019年：千葉・千葉市美術館、和歌山・和歌山県立近代美術館 2020年：岡山・岡山県立美術館、静岡・静岡市美術館 計4ヶ所（3/4）,"主催：岡山県立美術館、読売新聞社、美術館連絡協議会
後援：駐日チェコ共和国大使館、チェコセンター東京
協賛：ライオン、大日本印刷、損保ジャパン日本興亜",有,2019年、西山純子ほか編、国書刊行会発行（4か所全てのもの）,ミュシャと日本の美術的なつながりを扱う,2019年『ミュシャと日本、日本とオルリク』展カタログ、国立新美術館アートコモンズ,
2020-sapporo-01,みんなのミュシャ：ミュシャからマンガへ／線の魔術,2020,1/25-4/12,2020-01-25,札幌芸術の森美術館,北海道,計6か所（3/6）,2019年：東京・Bunkamuraザ・ミュージアム、京都・京都文化博物館　2020年：北海道・札幌芸術の森美術館、愛知・名古屋市美術館（コロナの影響で中止）、静岡・静岡県立美術館、長野・松本市美術館、福島・郡山美術館　計6か所（3/6）,"主催：札幌芸術の森美術館（札幌市芸術文化財団）、ミュシャ財団、札幌テレビ
後援：チェコ共和国大使館、チェコセンター、チェコ政府観光局
協賛：大成建設、光村印刷、損保ジャパン日本興亜",有,2019年、日本テレビ放送網、Bunkamuraザ・ミュージアム編（Bunkamuraザ・ミュージアムを含む5か所のもの）,後世のアーティストへの影響を取り上げる,2019年『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ,
2020-shizuoka-01,ミュシャと日本、日本とオルリク,2020,4/11-5/24,2020-04-11,静岡市美術館,静岡県,計4ヶ所（4/4）,2019年：千葉・千葉市美術館、和歌山・和歌山県立近代美術館 2020年：岡山・岡山県立美術館、静岡・静岡市美術館 計4ヶ所（4/4）,"主催：静岡市美術館 指定管理者(公財)静岡市文化振興財団、読売新聞社、美術館連絡協議会、静岡第一テレビ
後援：駐日チェコ共和国大使館、チェコセンター東京
協賛：ライオン、大日本印刷、損保ジャパン日本興亜",有,2019年、西山純子ほか編、国書刊行会発行（4か所全てのもの）,ミュシャと日本の美術的なつながりを扱う,2019年『ミュシャと日本、日本とオルリク』展カタログ、国立新美術館アートコモンズ,
2020-niigata-01,ミュシャ展：美しきアール・ヌーヴォーの華／生誕160年記念,2020,4/11-6/14,2020-04-11,新潟市新津美術館,新潟県,なし,なし,"主催：ミュシャ展新潟展実行委員会、新潟市新津美術館、新潟日報社、NST新潟総合テレビ
後援：チェコ共和国大使館、チェコセンター東京、朝日新聞新潟総局、毎日新聞新潟支局、読売新聞新潟支局、産経新聞新潟支局、BSN新潟放送、TeNYテレビ新潟、 UX新潟テレビ21、ケーブルテレビNCV、エフエムラジオ新潟、FMPORT 79.0、FM KENTO、ラジオチャット・エフエム新津、エフエム角田山ぽかぽかラジオ",＊,＊,"OGATAコレクション、総入場者数17,000人",国立新美術館アートコモンズ、株式会社尾形企画公式サイト,
2020-sakai-01,はじめてのミュシャ：生誕160 年記念企画,2020,7/11-8/10,2020-07-11,さかい利晶の杜企画展示室,大阪府,なし,なし,"主催：堺市
後援：チェコ共和国大使館、在堺チェコ共和国名誉領事館、チェコセンター",＊,＊,ミュシャ館のサテライト展示,さかい利晶の杜公式サイト、チェコセンター東京公式サイト,
2020-shizuoka-02,みんなのミュシャ：ミュシャからマンガへ／線の魔術,2020,7/11-9/6,2020-07-11,静岡県立美術館,静岡県,計6か所（4/6）,2019年：東京・Bunkamuraザ・ミュージアム、京都・京都文化博物館　2020年：北海道・札幌芸術の森美術館、愛知・名古屋市美術館（コロナの影響で中止）、静岡・静岡県立美術館、長野・松本市美術館、福島・郡山美術館　計6か所（4/6）,"主催：静岡県立美術館、ミュシャ財団、静岡第一テレビ
後援：チェコ共和国大使館、チェコセンター、チェコ政府観光局
特別協賛：セキスイハイム東海
協賛：大成建設、光村印刷、損保ジャパン日本興亜",有,2019年、日本テレビ放送網、Bunkamuraザ・ミュージアム編（Bunkamuraザ・ミュージアムを含む5か所のもの）,後世のアーティストへの影響を取り上げる,2019年『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館アートコモンズ,
2020-akita-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,2020,7/11-9/13,2020-07-11,秋田県立近代美術館,秋田県,なし,なし,"主催：ミュシャ展実行委員会（ABS秋田放送・秋田魁新報社・秋田県立近代美術館）
後援：チェコ共和国大使館、チェコセンター東京、横手市、横手市教育委員会、横手かまくらFM、エフエムゆーとぴあ、FＭはなび",＊,＊,"OGATAコレクション、総入場者数17,000人",株式会社尾形企画公式サイト、チェコセンター東京公式サイト,
2020-sakai-01,堺 アルフォンス・ミュシャ館コレクション展：アルフォンス・ミュシャ生誕160年,2020,7/14-10/4,2020-07-14,堺市博物館,大阪府,なし,なし,＊,＊,＊,ミュシャ館のサテライト展示,堺市博物館公式サイト、「Mucha-holic／ミュシャ中毒」ブログ,
2020-matsumoto-01,みんなのミュシャ：ミュシャからマンガへ／線の魔術,2020,9/19-11/29,2020-09-19,松本市美術館,長野県,計6か所（5/6）,2019年：東京・Bunkamuraザ・ミュージアム、京都・京都文化博物館　2020年：北海道・札幌芸術の森美術館、愛知・名古屋市美術館（コロナの影響で中止）、静岡・静岡県立美術館、長野・松本市美術館、福島・郡山美術館　計6か所（5/6）,"主催：松本市美術館、ミュシャ財団、テレビ信州
後援：チェコ共和国大使館、チェコセンター、チェコ政府観光局
協賛：大成建設、光村印刷、損保ジャパン日本興亜",有,2019年、日本テレビ放送網、Bunkamuraザ・ミュージアム編（Bunkamuraザ・ミュージアムを含む5か所のもの）,後世のアーティストへの影響を取り上げる,2019年『みんなのミュシャ：ミュシャからマンガへ／線の魔術』展カタログ、国立新美術館アートコモンズ,
2020-koriyama-01,みんなのミュシャ：ミュシャからマンガへ／線の魔術,2020,12/12-3/7,2020-12-12,郡山美術館,福島県,計6か所（6/6）,2019年：東京・Bunkamuraザ・ミュージアム、京都・京都文化博物館　2020年：北海道・札幌芸術の森美術館、愛知・名古屋市美術館（コロナの影響で中止）、静岡・静岡県立美術館、長野・松本市美術館、福島・郡山美術館　計6か所（6/6）,＊,＊,＊,後世のアーティストへの影響を取り上げる,国立新美術館アートコモンズ,
2021-ikikoku-01,日本人が愛したミュシャ展,2021,2/5-3/28,2021-02-05,一支国博物館,長崎県,なし,なし,"主催：壱岐市立一支国博物館
後援：チェコ共和国大使館、チェコセンター東京、壱岐市、壱岐市教育委員会、長崎県埋蔵文化財センター、壱岐市観光連盟",＊,＊,"OGATAコレクション、総入場者数1,600人",株式会社尾形企画公式サイト、チェコセンター東京公式サイト,
2021-urawa-01,MUCHA(ミュシャ) グラフィック・バラエティ,2021,4/17-6/20,2021-04-17,うらわ美術館ギャラリーABC,埼玉県,なし,なし,"主催：うらわ美術館
後援：チェコ共和国大使館、チェコセンター東京",＊,＊,"OGATAコレクション、総入場者数15,000人",国立新美術館アートコモンズ、株式会社尾形企画公式サイト,
2021-yokkaichi-01,ミュシャ：アール・ヌーヴォーの華,2021,7/3-9/5,2021-07-03,四日市市立博物館,三重県,なし,なし,主催：四日市市立博物館,＊,＊,"OGATAコレクション、総入場者数8,000人",株式会社尾形企画公式サイト、チェコセンター東京公式サイト,
2021-otaru-01,ミュシャ特集：トピック展,2021,11/5-12/21,2021-11-05,小樽芸術村似鳥美術館,北海道,なし,なし,＊,＊,＊,,小樽芸術村公式サイト,
2021-kobe-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,2021,11/20-1/16,2021-11-20,神戸ファッション美術館,兵庫県,なし,なし,"主催：神戸ファッション美術館、神戸新聞社、毎日新聞社
後援：チェコ共和国大使館、チェコセンター東京、サンテレビジョン、ラジオ関西",＊,＊,"OGATAコレクション、総入場者数15,000人",株式会社尾形企画公式サイト、チェコセンター東京公式サイト,
2021-isetan-01,ミュシャ展：夢見る軌跡と愛,2021,11/25-12/13,2021-11-25,静岡伊勢丹8階大催事場,静岡県,なし,なし,"主催：Daiichi-TV、静岡伊勢丹
後援：チェコ共和国大使館、チェコセンター東京",＊,＊,"OGATAコレクション、総入場者数6,000人",静岡伊勢丹公式サイト、株式会社尾形企画公式サイト,
2021-odakyu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華／ミュシャとアール・ヌーヴォーの巨匠たち,2021,12/26-1/10,2021-12-26,小田急百貨店新宿店本館11 階催事場,東京都,なし,なし,後援：チェコ共和国大使館、チェコセンター東京,＊,＊,"OGATAコレクション、総入場者数15,000人",株式会社尾形企画公式サイト、チェコセンター東京公式サイト,
2022-ueda-01,アルフォンス・ミュシャ：煌めきの女神たち,2022,4/8-6/12,2022-04-08,上田市美術館,長野県,なし,なし,"主催：アルフォンス・ミュシャ展実行委員会（上田市、上田市教育委員会、SBC信越放送）
後援：チェコ共和国大使館、チェコセンター東京",＊,＊,OGATAコレクション,チェコセンター東京公式サイト,
2022-maibara-01,アルフォンス・ミュシャ：花めぐり旅,2022,4/27-6/12,2022-04-27,吸湖山青岸寺、伊吹薬草の里文化センター、ローザンベリー多和田,滋賀県,なし,なし,"主催：一般社団法人びわ湖の素DMO
後援：米原市、堺市",＊,＊,"3か所同時開催
観覧無料・レプリカ",伊吹山麓まいばらスポーツ文化振興事業団公式サイト、「Mucha-holic／ミュシャ中毒」ブログ,
2022-toonippo-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華、スラヴの魂,2022,7/9-8/28,2022-07-09,東奥日報新町ビル3階New’sホール,青森県,なし,なし,"主催：東奥日報社、東奥日報文化財団
後援：チェコ共和国大使館、チェコセンター東京、青森県、青森県教育委員会、青森放送、青森テレビ、青森朝日放送、NHK青森放送局、青森ケーブルテレビ、エフエム青森、青森市新町商店街振興組合、北海道新聞社、岩手日報社、秋田魁新報社特別協賛：青森銀行、みちのく銀行、青い森信用金庫、東北電力、日本原燃、東奥日報販売店主会",＊,＊,OGATAコレクション,チェコセンター東京公式サイト,
2022-takasaki-01,アルフォンス・ミュシャ展：美しき時代の女神たち,2022,9/23-11/27,2022-09-23,高崎市美術館,群馬県,なし,なし,"主催：高崎市美術館
後援：チェコ共和国大使館、チェコセンター東京",＊,＊,OGATAコレクション,国立新美術館アートコモンズ,
2023-ekikyoto-01,ミュシャ展：マルチ・アーティストの先駆者,2023,2/17-3/26,2023-02-17,美術館「えき」KYOTO,京都府,計8か所（1/8）,2023年：京都・美術館「えき」KYOTO、福岡・福岡市美術館、広島・ひろしま美術館、愛知・松坂屋美術館　2024年：熊本・熊本現代美術館、山形・天童市美術館、三重・パラパタミュージアム、神奈川・そごう美術館　計8か所（1/8）,主催：美術館「えき」KYOTO、MBSテレビ、京都新聞,有,2023年、古谷可由監修、毎日放送発行（美術館「えき」KYOTOを含む7か所のもの）,チマル・コレクション,国立新美術館アートコモンズ、Tokyo Art Beatのサイト、「Mucha-holic／ミュシャ中毒」ブログ,
2023-hachioji-01,アルフォンス・ミュシャ展,2023,4/7-6/4,2023-04-07,八王子市夢美術館,東京都,なし,なし,"主催：公益財団法人八王子市学園都市文化ふれあい財団
後援：チェコ共和国大使館、チェコセンター東京",＊,＊,OGATAコレクション,国立新美術館アートコモンズ,
2023-fukuoka-01,ミュシャ展：マルチ・アーティストの先駆者,2023,4/8-6/4,2023-04-08,福岡市美術館,福岡県,計8か所（2/8）,2023年：京都・美術館「えき」KYOTO、福岡・福岡市美術館、広島・ひろしま美術館、愛知・松坂屋美術館　2024年：熊本・熊本現代美術館、山形・天童市美術館、三重・パラパタミュージアム、神奈川・そごう美術館　計8か所（2/8）,"主催：RKB毎日放送、西日本新聞社、西日本新聞イベントサービス
後援：福岡県、福岡市教育委員会、(公財)福岡市文化芸術振興財団、西日本鉄道",有,2023年、古谷可由監修、毎日放送発行（美術館「えき」KYOTOを含む7か所のもの）,チマル・コレクション,Tokyo Art Beatのサイト、「Mucha-holic／ミュシャ中毒」ブログ,
2023-kitakyusyu-01,アルフォンス・ミュシャ展：アール・ヌーヴォーの華,2023,7/15-8/27,2023-07-15,北九州市立美術館分館,福岡県,なし,なし,"主催：ミュシャ展実行委員会（毎日新聞社、北九州市立美術館）
後援：チェコ共和国大使館、チェコセンター東京、九州旅客鉄道株式会社、西日本鉄道株式会社、北九州モノレール、株式会社スターフライヤー",＊,＊,OGATAコレクション,チェコセンター東京公式サイト,
